Text,Aspect Term,Sentiment
It may be a bit packed on weekends[comma] but the vibe is good and it is the best French food you will find in the area.,French food,Positive
It may be a bit packed on weekends[comma] but the vibe is good and it is the best French food you will find in the area.,packed,Negative
Right off the L in Brooklyn this is a nice cozy place with good pizza.,pizza,Positive
Right off the L in Brooklyn this is a nice cozy place with good pizza.,place,Positive
Le Pere Pinard has a $15 pre-theater menu that is outstanding.,pre-theater menu,Positive
I also ordered for delivery and the restaurant forgot half the order.,delivery,Negative
I also ordered for delivery and the restaurant forgot half the order.,order,Negative
Our server checked on us maybe twice during the entire meal.,server,Negative
Our server checked on us maybe twice during the entire meal.,meal,Neutral
The strong scents coming from the left and right of me negatively affected my taste buds.,scents,Negative
We had the lobster sandwich and it was FANTASTIC.,lobster sandwich,Positive
Had we been stalling I could understand where they were coming from[comma] but we had been there less than an hour and they hadn't even brought us a check yet!,check,Negative
Though the Spider Roll may look like a challenge to eat[comma] with soft shell crab hanging out of the roll[comma] it is well worth the price you pay for them.,price,Positive
Though the Spider Roll may look like a challenge to eat[comma] with soft shell crab hanging out of the roll[comma] it is well worth the price you pay for them.,shell crab,Positive
Deep Fried Skewers are good and still rare to find in NYC.,Deep Fried Skewers,Positive
I have tried to make reservations[comma] but both times[comma] the hostess didn't have my name.,reservations,Neutral
I have tried to make reservations[comma] but both times[comma] the hostess didn't have my name.,hostess,Negative
I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,Positive
I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),Positive
Their tuna tartar appetizer is to die for.,tuna tartar appetizer,Positive
An oasis of refinement:  Food[comma] though somewhat uneven[comma] often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.,chef,Positive
An oasis of refinement:  Food[comma] though somewhat uneven[comma] often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.,fish dishes,Positive
An oasis of refinement:  Food[comma] though somewhat uneven[comma] often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.,soups,Positive
An oasis of refinement:  Food[comma] though somewhat uneven[comma] often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.,kitchen,Positive
An oasis of refinement:  Food[comma] though somewhat uneven[comma] often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups.,cuisine,Positive
If you love wine and cheese and delicious french fare[comma] you'll love Artisanal!,wine,Positive
If you love wine and cheese and delicious french fare[comma] you'll love Artisanal!,french fare,Positive
If you love wine and cheese and delicious french fare[comma] you'll love Artisanal!,cheese,Positive
I love Indian food and consider myself to be quite an expert on it.,Indian food,Positive
Some baby pizzas get their wish.,baby pizzas,Neutral
Overall A oh ya even though there is waiting it is deff worth it,waiting,Negative
The lava cake dessert was incredible and I recommend it.,lava cake dessert,Positive
VT is what baby pizzas hope to be when they grow up.,baby pizzas,Neutral
From the terrible service[comma] to the bland food[comma] not to mention the unaccommodating managers[comma] the overall experience was horrible.,service,Negative
From the terrible service[comma] to the bland food[comma] not to mention the unaccommodating managers[comma] the overall experience was horrible.,food,Negative
From the terrible service[comma] to the bland food[comma] not to mention the unaccommodating managers[comma] the overall experience was horrible.,managers,Negative
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,Positive
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS.,food,Positive
The last time I went we were seated at a table in a corridor next to the kitchen.,table,Negative
good selection of wines ranging from affordable to high end.,selection of wines,Positive
Nice restaurant overall[comma] with classic upscale Italian decor.,Italian decor,Positive
Not impressed with the food.,food,Negative
The entire dining experience was wonderful!,dining experience,Positive
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,wine selection,Positive
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town.,reservation,Neutral
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,Service,Positive
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,maitre,Positive
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.,reservation,Negative
Order the panang duck[comma] it's fantastic.,panang duck,Positive
Food is usually very good[comma] though ocasionally I wondered about freshmess of raw vegatables in side orders.,raw vegatables,Negative
Other than the crappy service from two individuals[comma] it's great.,service,Negative
They have authentic Indian at amazin prices.,Indian,Positive
They have authentic Indian at amazin prices.,prices,Positive
Ambiance- relaxed and stylish.,Ambiance,Positive
Luckily we saved room for the BBQ Salmon[comma] Sea Bass and Crispy Duck.,BBQ Salmon,Positive
Luckily we saved room for the BBQ Salmon[comma] Sea Bass and Crispy Duck.,Sea Bass,Positive
Luckily we saved room for the BBQ Salmon[comma] Sea Bass and Crispy Duck.,Crispy Duck,Positive
Yes[comma] they use fancy ingredients[comma] but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.,ingredients,Positive
Yes[comma] they use fancy ingredients[comma] but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.,ingredients,Positive
Yes[comma] they use fancy ingredients[comma] but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.,pizza,Negative
Yes[comma] they use fancy ingredients[comma] but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.,crust,Neutral
and yes Dal Bukhara is so dam good and so are all the kababs.,kababs,Positive
and yes Dal Bukhara is so dam good and so are all the kababs.,Dal Bukhara,Positive
I look forward to eating here again,eating,Positive
I've been coming here as a child and always come back for the taste.,taste,Positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,meal,Positive
Tuk Tuk is one of those comfortable neighborhood joints where you know you will always have a good meal at a fair price.,price,Positive
A glass of Leaping Lizard[comma] a glass of prosecco[comma] and the mussels had everything happy.,glass of prosecco,Positive
A glass of Leaping Lizard[comma] a glass of prosecco[comma] and the mussels had everything happy.,mussels,Positive
A glass of Leaping Lizard[comma] a glass of prosecco[comma] and the mussels had everything happy.,glass of Leaping Lizard,Positive
Food was average and creme brulee was awful - the sugar was charred[comma] not caramelized and smelled of kerosene.,Food,Neutral
Food was average and creme brulee was awful - the sugar was charred[comma] not caramelized and smelled of kerosene.,creme brulee,Negative
Food was average and creme brulee was awful - the sugar was charred[comma] not caramelized and smelled of kerosene.,sugar,Negative
The food always tastes fresh and served promptly.,food,Positive
The food always tastes fresh and served promptly.,served,Positive
The pizza here is delicious.,pizza,Positive
Pizza and garlic knots are great as well[comma] I order from them quite often and the delivery is always super quick!,Pizza,Positive
Pizza and garlic knots are great as well[comma] I order from them quite often and the delivery is always super quick!,delivery,Positive
Pizza and garlic knots are great as well[comma] I order from them quite often and the delivery is always super quick!,garlic knots,Positive
For great chinese food nearby[comma] you have Wu Liang Ye and Grand Sichuan just a block away.,chinese food,Positive
But who says Murray's is anything about service.,service,Neutral
This place is really trendi but they have forgotten about the most important part of a  restaurant[comma] the food.,food,Negative
Hats off to the chef.,chef,Positive
Service could be improved but overall this is a place that understands the importance of little things (the heavy[comma] black[comma] antique-seeming teapot[comma] for one) in the restaurant experience.,Service,Negative
Service could be improved but overall this is a place that understands the importance of little things (the heavy[comma] black[comma] antique-seeming teapot[comma] for one) in the restaurant experience.,teapot,Positive
The pizza is delicious - they use fresh mozzarella instead of the cheap[comma] frozen[comma] shredded cheese common to most pizzaria's.,pizza,Positive
The pizza is delicious - they use fresh mozzarella instead of the cheap[comma] frozen[comma] shredded cheese common to most pizzaria's.,fresh mozzarella,Positive
The pizza is delicious - they use fresh mozzarella instead of the cheap[comma] frozen[comma] shredded cheese common to most pizzaria's.,cheese,Negative
Its an excellent place to relax and the food is one of the best in the city of New York.,place,Positive
Its an excellent place to relax and the food is one of the best in the city of New York.,food,Positive
service is friendly[comma] and never had a problem walking in and getting a table.,service,Positive
service is friendly[comma] and never had a problem walking in and getting a table.,getting a table,Positive
The atmosphere was crowded but it was a great bistro-type vibe.,bistro-type vibe,Positive
First off[comma] the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.,waitress,Negative
First off[comma] the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong.,tables,Neutral
The food was bland oily.,food,Negative
What is even better[comma] is that the prices are very affordable as well[comma] and the food is really good.,prices,Positive
What is even better[comma] is that the prices are very affordable as well[comma] and the food is really good.,food,Positive
The fish is fresh but the variety of fish is nothing out of ordinary.,fish,Positive
The fish is fresh but the variety of fish is nothing out of ordinary.,variety of fish,Negative
Our favorite meal is a pesto pizza[comma] the house salad[comma] and a good bottle of wine.,pesto pizza,Positive
Our favorite meal is a pesto pizza[comma] the house salad[comma] and a good bottle of wine.,house salad,Positive
Our favorite meal is a pesto pizza[comma] the house salad[comma] and a good bottle of wine.,bottle of wine,Positive
Our favorite meal is a pesto pizza[comma] the house salad[comma] and a good bottle of wine.,meal,Positive
And Kruno[comma] the beverage manager is the best bartender I have yet to come across.,bartender,Positive
And Kruno[comma] the beverage manager is the best bartender I have yet to come across.,beverage manager,Positive
Ambiance and music funky[comma] which I enjoy.,Ambiance,Positive
Ambiance and music funky[comma] which I enjoy.,music,Positive
The food[comma] drinks and service are clearly among the best in the city.,food,Positive
The food[comma] drinks and service are clearly among the best in the city.,drinks,Positive
The food[comma] drinks and service are clearly among the best in the city.,service,Positive
I went there in late afternoon for some bite size food and refleshment with my date.,food,Neutral
I went there in late afternoon for some bite size food and refleshment with my date.,refleshment,Neutral
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,ambiance,Positive
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,service,Positive
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,foods,Positive
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,tastes,Positive
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,sommlier,Positive
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,captain,Positive
I understand the area and folks you need not come here for the romantic[comma] alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods[comma] the tastes[comma] the experiance.,back waiters,Positive
Last time I went here[comma] the waitress didn't come back after taking our order.,waitress,Negative
Try the tandoori salmon!,tandoori salmon,Positive
Eating in[comma] the atmosphere saves it[comma] but at your desk[comma] it's a very disappointing experience.,atmosphere,Positive
Granted the space is smaller than most[comma] it is the best service you will find in even the largest of restaurants.,space,Negative
Granted the space is smaller than most[comma] it is the best service you will find in even the largest of restaurants.,service,Positive
I love the atmorphere @ peep!,atmorphere,Positive
The service was attentive and her suggestions of menu items was right on the mark.,service,Positive
The service was attentive and her suggestions of menu items was right on the mark.,menu items,Positive
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of.,three course meal,Positive
Even after getting pushed out by the no-class Famous Ray's[comma] Sal has risen again to carry on his father's uncle's legacies with a smile[comma] true love for his community[comma] and let's not forget the Outstanding Pizza!,Pizza,Positive
The environment is romantic[comma] but the food is horrible[comma] the service is pathetic[comma] and gabriella lies about everything she could.,environment,Positive
The environment is romantic[comma] but the food is horrible[comma] the service is pathetic[comma] and gabriella lies about everything she could.,food,Negative
The environment is romantic[comma] but the food is horrible[comma] the service is pathetic[comma] and gabriella lies about everything she could.,service,Negative
We had crawfish boiled and despite making a mess[comma] it was a ton of fun and quite tasty as well.,crawfish boiled,Positive
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion.,reservation,Neutral
What came to our table was burned beyond recognition and stringy.,table,Neutral
I had the Pad Thai and the noodles were sticky.,Pad Thai,Negative
I had the Pad Thai and the noodles were sticky.,noodles,Negative
So I've never actually been to M proper[comma] but I've had it delivered a few times.,delivered,Neutral
Among all of the new 5th avenue restaurants[comma] this offers by far one of the best values for your money.,values for your money,Positive
Frankly[comma] when you compare what you can have here for lunch[comma] versus McDs or so many other sandwich shops in the city[comma] there is no comparison.,lunch,Positive
The hostess is rude to the point of being offensive.,hostess,Negative
If you're craving for Haru's great food[comma] especially the House Roll[comma] but can't stand the wait building outisde[comma] head across the street to their Sake Bar!,food,Positive
If you're craving for Haru's great food[comma] especially the House Roll[comma] but can't stand the wait building outisde[comma] head across the street to their Sake Bar!,wait building,Negative
A narrow corridor leads to a tiny space where there are three tiny white tiled counters[comma] a great deal of mess (stacks of bottles[comma] cans) and a small counter holding 12-14 entrees.,corridor,Negative
A narrow corridor leads to a tiny space where there are three tiny white tiled counters[comma] a great deal of mess (stacks of bottles[comma] cans) and a small counter holding 12-14 entrees.,space,Negative
A narrow corridor leads to a tiny space where there are three tiny white tiled counters[comma] a great deal of mess (stacks of bottles[comma] cans) and a small counter holding 12-14 entrees.,counters,Negative
A narrow corridor leads to a tiny space where there are three tiny white tiled counters[comma] a great deal of mess (stacks of bottles[comma] cans) and a small counter holding 12-14 entrees.,counter,Negative
A narrow corridor leads to a tiny space where there are three tiny white tiled counters[comma] a great deal of mess (stacks of bottles[comma] cans) and a small counter holding 12-14 entrees.,entrees,Neutral
The food is great.,food,Positive
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,steaks,Positive
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,Positive
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,sides,Positive
Lunch came with pickels and slaw[comma] no extra charge.,Lunch,Positive
Lunch came with pickels and slaw[comma] no extra charge.,pickels and slaw,Neutral
Decent wine at reasonable prices.,wine,Positive
Decent wine at reasonable prices.,prices,Positive
All conveniently delivered right to the door.,delivered,Positive
even the wine by the glass was good.,wine by the glass,Positive
would have rather tried terrace in the sky or water club for that price,price,Negative
This dish is my favorite and I always get it when I go there and never get tired of it.,dish,Positive
I also ordered the Change Mojito[comma] which was out of this world.,Change Mojito,Positive
Okay service.,service,Neutral
The only thing more wonderful than the food (which is exceptional) is the service.,food,Positive
The only thing more wonderful than the food (which is exceptional) is the service.,service,Positive
The food was just awful[comma] ATROCIOUS actually.,food,Negative
The soup for the udon was soy sauce and water.,soup for the udon,Negative
The soup for the udon was soy sauce and water.,soy sauce,Neutral
The soup for the udon was soy sauce and water.,water,Neutral
The anti-pasta was excellent[comma] especially the calamari[comma] as were the filling pasta mains.,anti-pasta,Positive
The anti-pasta was excellent[comma] especially the calamari[comma] as were the filling pasta mains.,calamari,Positive
The anti-pasta was excellent[comma] especially the calamari[comma] as were the filling pasta mains.,filling pasta mains,Positive
The waitress suggested glasses of wine that went very well with the food.,waitress,Positive
The waitress suggested glasses of wine that went very well with the food.,food,Neutral
The waitress suggested glasses of wine that went very well with the food.,glasses of wine,Positive
They might be all business at the counter when you give your order[comma] but their food says I love you.,food,Positive
They might be all business at the counter when you give your order[comma] but their food says I love you.,counter,Negative
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,sushi,Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,ceviche mix (special),Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,crab dumplings,Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,assorted sashimi,Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,sushi,Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,rolls,Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,sake,Positive
We are very particular about sushi and were both please with every choice which included: ceviche mix (special)[comma] crab dumplings[comma] assorted sashimi[comma] sushi and rolls[comma] two types of sake[comma] and the banana tempura.,banana tempura,Positive
Try their plain pizza with fresh garlic or eggplant.,plain pizza,Positive
Try their plain pizza with fresh garlic or eggplant.,garlic,Positive
Try their plain pizza with fresh garlic or eggplant.,eggplant,Positive
Ok[comma] so the servers wander around a little clueless[comma] but there's more than enough servers for the crowd they get -- it's fine[comma] you just have to make a small effort to get their attention.,servers,Negative
Good luck getting a table.,getting a table,Negative
The service is awful.,service,Negative
The takeout menu says to keep an eye out for an expanded menu offering more italian dishes[comma] I can't wait!,takeout menu,Positive
